trial,local_time,node_id,qr_id,unique_id,tx_ok,txhash,txhash_ms,display_ms,total_ms,broadcast_ms_node,height,code,gasWanted,gasUsed,timestamp_chain,value_len,error
39,2026-01-31 16:36:35,node-t-8821,89ebab528bfb43f7a9cf5d846904e019,e10d2c8ed36051d80c8561c4c6f958b09ad11037d94d7d336c5e479af44091ef,True,75FD1A1AF879C63E3772D97FDE891C7D25330B917089F6C54CC1B67E25C5B1B6,9744.274,4742.378,14486.652,3766.785,111345926,0,1200000,166566,2026-01-31T07:36:29Z,242,
40,2026-01-31 16:37:12,node-t-8821,8b61c96d12ec4a269332985225b22d97,c94432bb864112db104d30c65f3b311ac840208b9d6648db98e224208169ae62,True,0E581EE4DA66AF14DD68864EFD5230F4173C2ACB58AE61F786F7503554229CD0,10286.818,4691.805,14978.623,4273.695,111345986,0,1200000,166566,2026-01-31T07:37:06Z,242,
41,2026-01-31 16:37:49,node-t-8821,7b5744e580b942119962c67cc23ebe2a,4f762ae26280ce8013e2a5b587f9942ee250dc5f27aa01ec95ffac069fb9b3f3,True,9C5C683B9CD006314510036FF3141BD651017AEDB1D8E8EB1BA349561B1489F0,9636.715,4749.891,14386.606,3658.633,111346046,0,1200000,166566,2026-01-31T07:37:43Z,242,
42,2026-01-31 16:38:25,node-t-8821,4421f41471fa4614823ad313e6107c0b,1a5a6d9b9c32ada52b29c72b2138f655b7f1930db14213b70075df28909a4c82,True,B30B4DBF49E4C4F3496A72540905070656543B9745B6FFCA9479E99D86F31921,9510.487,4752.024,14262.511,3542.063,111346105,0,1200000,166566,2026-01-31T07:38:19Z,242,
43,2026-01-31 16:39:02,node-t-8821,9fffebef96a64e699aa17f2f7b0c7f59,eeb67638112826b57cd0269d48f9a2d15d8546911aa340eded3f21ce34f3a996,True,8B91B00DB05EFDD387CC3AC78C06FC9D53EC62B42CA9CDD10E655B41FED03ACC,9454.484,4732.966,14187.449,3453.498,111346165,0,1200000,166566,2026-01-31T07:38:56Z,242,
44,2026-01-31 16:39:39,node-t-8821,e04577562e2e496a95d001233073cd08,df6acfbfb1ca45e3f8f708e5ffe6b45f661668cdff885357c972facf206d1835,True,8536D2A21338A2D12794E23CD14D4F207AC52444C52BFE30BE3261FBF7FC598A,9920.64,4744.031,14664.672,3943.558,111346224,0,1200000,166566,2026-01-31T07:39:32Z,242,
45,2026-01-31 16:40:15,node-t-8821,f38808c8da184377a10384c736079e16,63b64c30c2577d2ba33891bfba5a3531aa9d706bb681ad990fac851f27a6c6f9,True,E9BFEB08DABA3FD362FDE0FC259AFCC31C0632E6D833DEB97E1D5A45659C9D5A,9392.228,4745.778,14138.006,3419.401,111346284,0,1200000,166566,2026-01-31T07:40:09Z,242,
46,2026-01-31 16:40:52,node-t-8821,5dee53c4184048a4b0b52a9ff334c84c,c6d21799cc5fa71dd67b9a7d458430c35e291a4428d177a4c7a9818896fc0b90,True,BABCA3E5456104B7456E7EE54F2AE68E826ED758951923D9C2512EC477591BA9,9661.004,4748.868,14409.872,3675.67,111346343,0,1200000,166566,2026-01-31T07:40:46Z,242,
47,2026-01-31 16:41:29,node-t-8821,a91e3a04977649219b41fac87c2e9284,5adb58966f4dd994623fa7b3900473e05d39025f6e56e4e54ec9cfcd95c95b95,True,D3DC0CE6194D98A48FC6D7748B1D39EB279E0F7E75F3DAD40AE9CC72CED34DD6,10058.456,4733.91,14792.366,4105.331,111346404,0,1200000,166566,2026-01-31T07:41:23Z,242,
48,2026-01-31 16:42:06,node-t-8821,741ad51deeb74a3cb410e87adabc3c84,edb518cf96d1caa33081091dbe94711fc9c90a2ddeea48c50a571d4da816dc15,True,7CD604C2C2F13104669293CCEA248FC16999F53CAAFC0B94D034266DA73EDF27,9467.0,4754.269,14221.27,3522.044,111346463,0,1200000,166566,2026-01-31T07:41:59Z,242,
49,2026-01-31 16:42:43,node-t-8821,abfd8894a95148e589c74074c434e054,fb08a986c10e5d8071b0c36e37b07a74955f4204ce34a4f5a300b4f203126110,True,83E51DCF53D5F281B37BA91BA6963AFF1FCA1A2C7487D0F45C1F4FA82FB4F8CD,9605.503,4752.488,14357.991,3654.633,111346523,0,1200000,166566,2026-01-31T07:42:36Z,242,
50,2026-01-31 16:43:19,node-t-8821,c6ca25e486b74549972b48317f251596,3cbe54cfdf4ce739723658b2cbd9a4c262e5681446e4fa32e1fd1dd68e7600f1,True,3879082313F880818E7F2C0A343066C65167E2E807A7EC637009E9FCB81A7FF1,9616.585,4752.576,14369.161,3652.338,111346583,0,1200000,166566,2026-01-31T07:43:13Z,242,
51,2026-01-31 16:43:56,node-t-8821,9fda6a03748f405eb294e1b1a6ecc071,591b8519dd54285730b523ad66c58c4d040853c2b1e527c829686cd3d9ac6117,True,7E2EC25129D69900F97F1A4B775C14926DC88A0DD45C5C1970C1732B99FB5B9A,9784.852,4730.343,14515.194,3838.819,111346643,0,1200000,166566,2026-01-31T07:43:50Z,242,
52,2026-01-31 16:44:33,node-t-8821,ba23502d9ede4bdd84dc43fba42c25e3,f34ef5b9661f050666402524e4f3d6dc31e5d5ad46d1cd18f775699784551ccf,True,ADAF2D4732A88FB27405207380EE25525D5D881D8C34CCC93A0CD68D78406CE3,9420.51,4729.657,14150.166,3429.922,111346702,0,1200000,166566,2026-01-31T07:44:26Z,242,
53,2026-01-31 16:45:09,node-t-8821,99e17f1bcb2047fba5c599d32c553ea8,71dd98203d8dfaf88acb3575e6ebba87803ddeaa9147bf19a58aa18583cc8f3d,True,8BF0CA14E628441F610C60AC7DCBBA2CB865E396D9FDC0D49AB3174B34ED5CE6,9727.664,4750.7,14478.364,3753.363,111346762,0,1200000,166566,2026-01-31T07:45:03Z,242,
54,2026-01-31 16:45:47,node-t-8821,2de2de993cc240e2bc66605ab8aa1d59,1e0d1a5c2d9483e73a3cbae0f80dea622b5a314076c1ab53976ab4ca3cb47696,True,7476D1F68F21921E20A1CEA64760CE1F3DE0ADB7B9076B246F215DF7E85B7310,10050.449,4742.525,14792.975,4042.782,111346822,0,1200000,166566,2026-01-31T07:45:40Z,242,
55,2026-01-31 16:46:23,node-t-8821,96997d84e5aa4de1ac4d395dd2e9b9d5,7850d195367d3bbead129c7e687d0bbf4be12835de6ce91797637697a34ecfa2,True,241DCC4DF0F063BD01DC59EBA63658B8CD9B830DEA59BF6693D5490733510219,9609.38,4740.583,14349.964,3680.607,111346882,0,1200000,166566,2026-01-31T07:46:17Z,242,
56,2026-01-31 16:47:00,node-t-8821,128db120d9cc4e63a1d4d02de0045e57,92988193ba24d42f811c90fcf71102fa9751c7b6ab51badd47b850708a708d72,True,6F06DB42CAD501397C48237CEB671801B93220D371701A30E28BF4287CC2F769,9626.349,4753.082,14379.43,3674.722,111346942,0,1200000,166566,2026-01-31T07:46:54Z,242,
57,2026-01-31 16:47:37,node-t-8821,fa2ed22019814132aa549d29d7272ae4,b131137b27625d0b0af10e1b5f0496a0b9ebf8c3dd377df5b726c40f5f3e9aa1,True,825B2EC609C99C83E405EA86496A8684D51B6579B4CDD88959E4564B50593CAB,9712.822,4756.658,14469.48,3760.165,111347001,0,1200000,166566,2026-01-31T07:47:30Z,242,
58,2026-01-31 16:48:13,node-t-8821,409acf6fb9ef4fd3a286b598d4ae4444,4059186b9a48eb30b7cd8658a5e0a559197e9a8f1bab86092020751d95e9304c,True,C0D0B6031E938B143DB7B18B555B38E905F421EE97C84C27BAB471331453DE06,9656.937,4734.927,14391.864,3675.157,111347061,0,1200000,166566,2026-01-31T07:48:07Z,242,
59,2026-01-31 16:48:51,node-t-8821,01cb65856e7c428a9f122795b337ccb8,2bd62198a3201992b2669dc7c41c5cfb5266e5fdaaad45de7a390520e2eb08af,True,DC3B2960E92E338FBD797942231FAA07E33AF74585B23302B5F10168200513E9,10296.451,4691.642,14988.093,4356.07,111347122,0,1200000,166566,2026-01-31T07:48:44Z,242,
60,2026-01-31 16:49:28,node-t-8821,a95f809bea714e2cb017b80f292f244f,fd1398e256c6dba6cac7e49d686e763d717fe8e3d033274b921e59b33f72d944,True,D1B72FFFBA235D0BFB59A2BD5A9F4D5B76692CC3C341625536C7F7C84802E1FC,9784.77,4756.972,14541.741,3786.008,111347182,0,1200000,166566,2026-01-31T07:49:21Z,242,
61,2026-01-31 16:50:04,node-t-8821,88705ebca6ff44979e2533d9e52d840a,3fc972cf3a48b0e1cfa3eaa9793eb99f7c13b251677bd23355152691a71e614c,True,B59759B6726F75EE31306E3562AC925DB8DE0F4BC22B308DA0FFE0FBC8094E85,9475.472,4725.568,14201.041,3427.592,111347242,0,1200000,166566,2026-01-31T07:49:58Z,242,
62,2026-01-31 16:50:41,node-t-8821,7ac11a14505b4569902cbc9d8d4321c2,3a3c966f467d70e72d64e29979d1d7d6ae44a47d28b2ef4ae627b7efd284d62e,True,E775CD9444577C99B0E9EDC4CF1758F6E6D9BF6A15B65CC11B20B213897C67F9,9605.717,4736.624,14342.341,3643.134,111347301,0,1200000,166566,2026-01-31T07:50:35Z,242,
63,2026-01-31 16:51:18,node-t-8821,7bb95f5d2748454a91b810e4cca342f8,a2ac602955a0462abb84a79104e8b23131e8c1b9bc2c42a87dd677a67190418c,True,D8777C9A544A810A593A20CCC4638E2EA3620D1E552E7B4C2D017910C4C41064,9818.747,4723.433,14542.18,3836.872,111347361,0,1200000,166566,2026-01-31T07:51:11Z,242,
64,2026-01-31 16:51:54,node-t-8821,08349e7293c3429fb95301f444f15cd9,9e3ddd9593cbbc21900f99a4feb6331909c7d8580fd28fa84fec8dfef9c94d1f,True,D37C720E1254CA1B5FF626CEA365302A4B0E20953D50F135A1256D8DE7C821FA,9497.393,4724.433,14221.826,3530.714,111347420,0,1200000,166566,2026-01-31T07:51:48Z,242,
65,2026-01-31 16:52:31,node-t-8821,56e1f961946a4061aeeb6d97da04cd76,b31476bc4e9f7bdc9c3a7fcf68f0dc19cadf2ba46dd742e32c9349b9b812411b,True,88041DEC9E9A9A8F09B64B601BA3C4D48ABF4C385B87C9D0C215B194428763D8,9730.997,4753.888,14484.885,3767.613,111347480,0,1200000,166566,2026-01-31T07:52:25Z,242,
66,2026-01-31 16:53:08,node-t-8821,e2e674e237e94dec84052904af78dace,354f55f5a225bed27e6f6a8854f957e6398d7091ae9c32abf947218aa98bbb06,True,2D9EF0BC8B4CB6DCD9E5AEBB96BC5866ACC3D01F18F70E89BAC824EADF45D5C6,9878.079,4723.11,14601.189,3907.372,111347540,0,1200000,166566,2026-01-31T07:53:01Z,242,
67,2026-01-31 16:53:44,node-t-8821,12bc6cf67dcd42c0bab79aacef2d0a9c,21e3b9c61151beb0234332f3db2f334e9b4d927e52e722756c1db561eb2d6763,True,2D4816168E4C391996A15920920245D6587CD7062666E1E27A933D207650827C,9495.998,4752.362,14248.36,3520.347,111347599,0,1200000,166566,2026-01-31T07:53:38Z,242,
68,2026-01-31 16:54:21,node-t-8821,fc7cce5360aa4394994576bb570383b4,519dc011355b45c9e2c30ff2ccf7d5f7302c68025b76efe664a3add96987a39a,True,1B92286414D61CB276B815B2887978D15559DF8E8455556F3A82E09D496CCDE2,9398.296,4732.076,14130.372,3456.218,111347659,0,1200000,166566,2026-01-31T07:54:15Z,242,
69,2026-01-31 16:54:58,node-t-8821,ec7ec7629ec44991bba323eba66d1f29,2a3cfe1964a75ebf21d02d454d9996ca91a75be6cd0369531c213c5e2d5f6afc,True,3360D29B8CAEF895C944AFE4393B7C04C1D4E665F1A69FA0D8B558EC9A17EEA6,9839.038,4728.841,14567.879,3813.532,111347719,0,1200000,166566,2026-01-31T07:54:51Z,242,
70,2026-01-31 16:55:35,node-t-8821,b2fbcbfecf93495c8b3d8294165d01e1,b2dc64fa8978e7d7b80738c638d960723a9696e20e9ba65d92968c7a63ce16ee,True,8A5491FD7CA427C28DEFFF6ABDD8CF952239F1A409224924B0D210C49825E054,9678.906,4753.026,14431.932,3692.178,111347779,0,1200000,166566,2026-01-31T07:55:28Z,242,
71,2026-01-31 16:56:11,node-t-8821,93acb8e80a6f40a1904be4ad270fd02d,b4ccf49bc803287f253e57556e03a823efa2461a43b36c9a8ac944bebe89e780,True,FCBFF04231CAC76F62F5B0712859AC408D6736880392015F6847D19C91B4925F,9492.387,4748.617,14241.004,3452.932,111347838,0,1200000,166566,2026-01-31T07:56:05Z,242,
72,2026-01-31 16:56:48,node-t-8821,6aec065ee1604205a7f39a74116fd956,eb6cd6b571657ea4790b5ef9d2a124e9b27bc50a9715a3d1c43984ff552f9dc8,True,BFC7F795A13ED92BD13DBC9F89055D0599D8CB59CD7C8123D48915B00FC00A8A,9469.96,4729.349,14199.309,3518.521,111347897,0,1200000,166566,2026-01-31T07:56:41Z,242,
73,2026-01-31 16:57:24,node-t-8821,186601e50cef44f28a10dac8ca090f1e,bf9d5cdd90cc53ea205842c047e95235a558970b04d74a05a04b86440e148f0a,True,016C1FE9CD5D4FE994A72278DFFADD2E6C8355838D645C1759EE4C4952F35F32,9455.587,4750.56,14206.147,3445.363,111347957,0,1200000,166566,2026-01-31T07:57:18Z,242,
74,2026-01-31 16:58:01,node-t-8821,b5e8ff4d2cc749ac94678b469d27c975,6ceb7d39e197c7c1518c50976fe8db9e2dbd63c755d579d0f69bebe58591b287,True,F8B676A927E15F48C09D0C384B5810CFCD83721EECEBC3C4714F1D3C6BD71CDB,9414.474,4749.339,14163.812,3454.109,111348017,0,1200000,166566,2026-01-31T07:57:55Z,242,
