trial,local_time,node_id,qr_id,unique_id,tx_ok,txhash,txhash_ms,display_ms,total_ms,broadcast_ms_node,height,code,gasWanted,gasUsed,timestamp_chain,value_len,error
13,2026-01-31 18:23:34,node-t-8821,79c86594e810446b80d0f0262843f081,177a5f39349b92be3805519284ec26db73023be22f4fc4cf92abf9f93769d25e,True,65EEE990BD36205C09E4AB821D6E05BF387B3E56D2B1A197D4804A2F001822EC,9627.494,4726.358,14353.852,3673.474,111356368,0,1200000,166566,2026-01-31T09:23:27Z,242,
14,2026-01-31 18:24:10,node-t-8821,a0cbed80deea44c6aeb47d010d2ecc24,8f7b6daa8d29be60f8f593aa0457b7d76c8e8b28af8d2e38ee3394aa32e4a84f,True,0EAFB36D7E386DD90D3D74A0ECC3F333B2FF52D5E9E5BD9850B52F371250286D,9529.96,4724.726,14254.685,3557.816,111356428,0,1200000,166566,2026-01-31T09:24:04Z,242,
15,2026-01-31 18:24:47,node-t-8821,881065f635264e46866d8b0bb9c24be9,20c096b4155468da7eab4a1a6091da134a5375036c13ed19c83dbb4266c1308e,True,95D69F84BEECAE41AFAC0E7FC315955B8BF73018E5A2B053A1ECABF6D2021ACE,9578.646,4696.461,14275.107,3591.05,111356488,0,1200000,166566,2026-01-31T09:24:41Z,242,
16,2026-01-31 18:25:24,node-t-8821,adb8a9f406534aaeafa29c1585ca6910,505264ca372e4f6d4bcec9931f2b5c4f4d644af1c77baab2134cc5861a810b45,True,96D9DE3A16FEA98A1F6C1523272253533608D8AD8AFF08FFC26B360394067449,9579.022,4722.43,14301.451,3591.856,111356547,0,1200000,166566,2026-01-31T09:25:17Z,242,
17,2026-01-31 18:26:00,node-t-8821,b6ed5d07a773491998bc64f829bdbf7f,302dc7c5820b2b3bd9b6cad75d86122e38804c8db5cff061d40be38ff0938936,True,05664B49A61FD3BBA2BADA75E7F77BEEF0E91A910043BCFC8B101B14693655F9,9461.839,4751.707,14213.546,3505.372,111356607,0,1200000,166566,2026-01-31T09:25:54Z,242,
18,2026-01-31 18:26:37,node-t-8821,183dc35e9fdf4ab593b28ecbdbb1c7d9,ab882fe5471c1df5d9fc7d50a0c983da5d1a52f73f6f0c2688f3e2eab4c946fe,True,616080AE1733109ECFA856BEEE34A7DF21AF9B739CA37B51ADF9F4E48327D8C2,9805.213,4760.349,14565.562,3810.921,111356666,0,1200000,166566,2026-01-31T09:26:30Z,242,
19,2026-01-31 18:27:14,node-t-8821,263b6fed49d242f6a61553404e93586f,ed5e34bbdb45b9eb252b46314fe4a2ab763beccd37bd4a9e25f80e32cfc1727a,True,23EB3986BFD55536F04ABFFB14AF96C75A865F72A0577BBBFEDCEB2F577A112A,9428.814,4751.38,14180.194,3444.314,111356726,0,1200000,166566,2026-01-31T09:27:07Z,242,
20,2026-01-31 18:27:50,node-t-8821,0b016131fb7448e7bdd01e146f7e3765,68b085266741e454e66b9963a31ae578638e722da9f501204dc906a8300c18ef,True,94492E51EF5EDE24906DF9EEAEF1C6CFB2419EC6C8553781A8F39664DCAFD5CF,9735.868,4744.526,14480.394,3747.44,111356786,0,1200000,166566,2026-01-31T09:27:44Z,242,
21,2026-01-31 18:28:27,node-t-8821,1dc5abe922f44fba9440bcefaae5c169,d1fa020edcb4058fc83cf6876bfe19c11ab737a36f1d0917f954922a1a190852,True,B8847962E579A7232C05B00A92A46E1B8C6E75217A94D353EF59A5A3E6C36559,9688.108,4756.071,14444.179,3661.267,111356846,0,1200000,166566,2026-01-31T09:28:21Z,242,
22,2026-01-31 18:29:04,node-t-8821,9a4e7c73ff6a4067960e9b7a7e5b4c88,096c68a3039bd776eab3a6f0ebf05940dbf3a9de21660de0abae6d03ab78b66e,True,328B86E37093687CBBEC7AF343D565C7F223C1E35255A3EF32DD3F5F12A54CBD,9673.136,4740.188,14413.324,3640.873,111356905,0,1200000,166566,2026-01-31T09:28:57Z,242,
23,2026-01-31 18:29:41,node-t-8821,f17684e42fa744a8b847a287b57d1da7,9c31b1c9adf55ee7ba2b2616502030e52e8f48af8766b1ce7ce0e1474c1bf3f3,True,D280B22846937B20D8C7A1DFE6128D727C1C61A5D649BB160BE3F5561B11DBDC,9698.428,4741.177,14439.605,3741.634,111356966,0,1200000,166566,2026-01-31T09:29:34Z,242,
24,2026-01-31 18:30:17,node-t-8821,52afd6b0289349c5881faf08890f0025,e64e4274aa6a239a3572128c56f84e841db13b908b749f4e3f8ce57d87dc64cb,True,699C4554F9727A92E7DD6B6AEFCD0DD4D1BF4A6F9FE3FED7E30D1DE6D46FAB18,9602.398,4756.395,14358.793,3579.938,111357025,0,1200000,166566,2026-01-31T09:30:11Z,242,
25,2026-01-31 18:30:54,node-t-8821,89d505624b874063b70361b05bc1b337,2e5d8278c69a21055488dbe59d2702a4581b44bc681f1f86a84ded25a2753156,True,59506F481DC28E146F2AD68B97FCB6C8A8B0497EE988043A98B6B2749BAFA149,9512.531,4750.274,14262.805,3528.624,111357085,0,1200000,166566,2026-01-31T09:30:47Z,242,
26,2026-01-31 18:31:31,node-t-8821,2485c7bc8d954b9d8984f401cddad6c0,ab8621271c1a67e29a18d999be33a8acb3203cd4ed53bad0021f9b5bcc432798,True,A4425A6A8BE558E64FD0662C62843DD40ED34B4ADF973370AE63044DF19080C8,9835.621,4743.597,14579.219,3822.298,111357145,0,1200000,166566,2026-01-31T09:31:24Z,242,
27,2026-01-31 18:32:07,node-t-8821,ee3db49fa75f4d2caf6405e5648fd1f1,4e7294c3d5a1dcc501e18ed25407796f28c54d54088d9b7a726e843cd0dcc403,True,511260F8DF7ADDE59FF978ACAC56CD50F1F8DAB087781950182FB2F4A66DCE63,9580.615,4720.295,14300.91,3601.004,111357205,0,1200000,166566,2026-01-31T09:32:01Z,242,
28,2026-01-31 18:32:44,node-t-8821,8e7b58e40cc2491f8c977b41bf716c41,5f65231ef06191049ea142030380a1751846c1aabec55ee12760e410959bb896,True,AA794BF114999B8F83BA628DACCA056D1A2DF18F2B931514F343D25D07009BBB,9806.869,4742.373,14549.242,3824.27,111357264,0,1200000,166566,2026-01-31T09:32:38Z,242,
29,2026-01-31 18:33:21,node-t-8821,64e511e04efa4de293f61890ee28b437,3c56e33433a098ed5a05ea618bcd691595ac7f02966c61b92409f959ed4618a9,True,5BDD30A0F089586AD73556E66194235804B2763371DEDA9AF372789EE410D50A,9688.143,4755.512,14443.654,3740.008,111357324,0,1200000,166566,2026-01-31T09:33:15Z,242,
30,2026-01-31 18:33:58,node-t-8821,375ee11f343242c5859cd71629f5781f,d8cb06fbdd137b389087a165277ede0fd25ec1efcf46475cd999f252b598c226,True,07300384729F0E7833916BB9463728E5551C3B13B0879CAD67328CEB503B0963,9797.941,4754.759,14552.699,3827.322,111357384,0,1200000,166566,2026-01-31T09:33:51Z,242,
31,2026-01-31 18:34:35,node-t-8821,2850a5f2131242df9a62f0eb0ba32e41,e65c6e142cad557cb9f1dd26362b8a2c360ff92e6de8e1b9ba3107f0056b20c5,True,D057ED21B70A93628215192CE0E4027F2380E8D4D2CAB9305775B3C89FFF72BF,9855.486,4746.014,14601.5,3831.125,111357445,0,1200000,166566,2026-01-31T09:34:29Z,242,
32,2026-01-31 18:35:11,node-t-8821,c2ef730a95c046fcac928d05ebab84ad,82dd4880f0124a453e317638b2c471bd05730c90eb0fdf72fa07c9daf6692c7d,True,697B2F61C99D029FAF2B1E695C0F0C1E58E34BE33AF61EE5DC959239DD25E189,9468.367,4745.778,14214.145,3488.878,111357504,0,1200000,166566,2026-01-31T09:35:05Z,242,
33,2026-01-31 18:35:48,node-t-8821,6444ffe3cac84a7cb93dd0c483ecc888,78bca2602e7b7c4377cab9a2320d8237d090954ebe69069ce5ee7ad35e7dec9a,True,8A877411E6556C7CA8553B7933A85D2DD825033E1EC549D43C248ADEE455D937,9628.204,4759.298,14387.501,3639.402,111357563,0,1200000,166566,2026-01-31T09:35:41Z,242,
34,2026-01-31 18:36:25,node-t-8821,8268986bd0694077b298a112459c883a,b7823811cb1ff384ff34ae180a2c649cb804abcad5dfc39dbcbac594b7be1457,True,B2F2C2EC70484AACCE5043846BB43FCC743DC64FBC09D4AD3601CECFCA572057,9700.475,4753.445,14453.92,3734.316,111357623,0,1200000,166566,2026-01-31T09:36:18Z,242,
35,2026-01-31 18:37:02,node-t-8821,2d750e6dd0ac4c4f91e8bce44c22ad79,506ebe5838b3fff321818d082d2b0cece95e10083a0f825894d421d6759ec2f9,True,D2CA36A411F9B5B788E5840643B9B5AFE81B08BC2073DD837B1D44473D171068,10407.495,4697.492,15104.987,4402.08,111357684,0,1200000,166566,2026-01-31T09:36:56Z,242,
36,2026-01-31 18:37:39,node-t-8821,3cc4e90e514b4221962c69377d86f3c6,7a3a6b48c5e0b223aae27a485d61d10a97004faf156ca61ac96331269533d988,True,25E555472D214AFAD7EAEB4DA38F3F6A466D712EC835872327D99E8AA09D6375,9620.875,4733.874,14354.749,3643.282,111357743,0,1200000,166566,2026-01-31T09:37:32Z,242,
37,2026-01-31 18:38:16,node-t-8821,919cf1d74c7d45228d90d8602f7dcfc1,aab2ae5ddd93292569f5b83fad68781577a70558d956d7b2223ac51d43eb1267,True,0CE00B3E7B43E430B19A5D770F9DC56985E3AE990EE33938B57CE5E7F42F5C8D,9877.486,4752.873,14630.359,3923.077,111357803,0,1200000,166566,2026-01-31T09:38:09Z,242,
38,2026-01-31 18:38:53,node-t-8821,24e382bed32643079776307c23d004ae,8603ea1608d6140002422e84966d411880d2b2061886c1b1ca1480a1da630fb3,True,1BC384D5282B0F047A480EE3468A0D525A41133E7C211381BB8DCF9F78716CB6,9641.122,4745.149,14386.271,3669.813,111357863,0,1200000,166566,2026-01-31T09:38:46Z,242,
39,2026-01-31 18:39:30,node-t-8821,5a8bb0488cee4e3986b8f81b25e453ed,726ba260a49506dd08ad24e3e39cb6a02c8b35f34b0a7d55e85ecf8cd31ea6a1,True,E62E2A21363CB99EFDA5381B70F41061BC7FB33A911E3519D63DFFB561DC2614,9914.184,4745.73,14659.914,3969.564,111357923,0,1200000,166566,2026-01-31T09:39:23Z,242,
40,2026-01-31 18:40:06,node-t-8821,327e5efbb0a941ef970f9aca2acf8687,5e0dfb9015a1a77af98611d11b4eb9b47f82f882f1c0872faac284236d753e3c,True,C25203104ECF2D39FEACAD4A373BAF1F7D574A8AA2826290BAA2AE50C09601D3,9320.921,4735.967,14056.888,3373.649,111357983,0,1200000,166566,2026-01-31T09:40:00Z,242,
41,2026-01-31 18:40:43,node-t-8821,e7a3de5d201444828547a217cab2655e,855f2912ef94ee76eaad15ca9bcb4d7ee3a4760a3ea0b86a67573bda1bf2d258,True,3B5DEC3B97F706D919E25E90352E370EBD25E4E5FD3BDAB6F44CA719552FF404,9645.778,4756.375,14402.154,3678.046,111358043,0,1200000,166566,2026-01-31T09:40:36Z,242,
42,2026-01-31 18:41:19,node-t-8821,179e93427c7944bcaebeef861c6fb27b,3f4868f94f600c2a8fd6904438dea42fd2c80f3ca2f5f69846efd94dc4cd9709,True,7F2BBD82891D49C20AE2C09D008733F795F56E532BCE6394F55E5A278C9E481C,9562.374,4732.659,14295.033,3579.523,111358102,0,1200000,166566,2026-01-31T09:41:13Z,242,
43,2026-01-31 18:41:56,node-t-8821,3c09eab510e94527a454a3f6529577ec,09aa0d2dc12d1788c84537913be89c3318726bfc029726d6717d956bb7211408,True,51A37E9FEFB4AE6E6CA160E688DB7B454DB5CB97DB9A810537B683DA56743CC1,9865.619,4754.828,14620.448,3903.52,111358163,0,1200000,166566,2026-01-31T09:41:50Z,242,
44,2026-01-31 18:42:33,node-t-8821,e7007e8abd5b4412a2f0f68bb36902c7,ea20a919622334a7d1bd90a3699442cb9beef4f77b74dcf3d6f7f9ee45760440,True,F7266EE2160AC7B947AFCCC56A90B8505AB7087E75B3D8BC9B6FAD7B613AAA81,9325.3,4750.689,14075.99,3367.705,111358222,0,1200000,166566,2026-01-31T09:42:26Z,242,
45,2026-01-31 18:43:09,node-t-8821,b47cfbbefbb6425a9b79dbb25d977edc,1240a8be12974f12be98de4b2224fd1a9b8fda0bdafd7e03542989c3641d8ac4,True,F6DEB9FF1DCE0833D4335937812EE0DEA19E587DE89AB537223B7567D75F0E86,9554.387,4692.51,14246.897,3590.315,111358282,0,1200000,166566,2026-01-31T09:43:03Z,242,
46,2026-01-31 18:43:46,node-t-8821,3a0c8715dbfd414db7984218e2849568,a959462633b8f2c521469cb9e118269af15c7545d8a42dde41f1d94aa74c4c9b,True,7DD669B9E50DCF15F64E1931F6C9F971FEF142B1E849501FCCAE22427DABF7DE,9871.521,4723.55,14595.071,3860.04,111358341,0,1200000,166566,2026-01-31T09:43:40Z,242,
47,2026-01-31 18:44:23,node-t-8821,0d468ea18e1749f1a5df4cc5f0a4dbc9,9b1d07d56e7469ba9320051b5b8e6c91965eceb6b57d5ee19869c312835dbde3,True,D8BC46A973293D2C40AD0BBD754AB550CC88CEDA5A0393BC39123A91FA98711A,9534.579,4751.497,14286.076,3593.06,111358401,0,1200000,166566,2026-01-31T09:44:17Z,242,
48,2026-01-31 18:45:00,node-t-8821,ee1a6743e1454bad81d0dd9d4b647462,9adb09ce5415d0a49885f00ddef34e7b0fe31817d515039a777247c0ed37162a,True,F766620E5C7B01CC6BA4EA9D5030D27DF42625340B85D9EC87C770C9824ED427,9653.258,4735.034,14388.292,3641.499,111358460,0,1200000,166566,2026-01-31T09:44:53Z,242,
49,2026-01-31 18:45:36,node-t-8821,9e9fd28b4d4e495c82a1ca685690f7d7,b4b1593b972415ddf2b5e317b6ba09a23ec58791d0be08de8e18964515492faa,True,0BCC5B166E3A030EEFF33C5FC9D827B99276D9DC3D9018086273EBD7D22DEA33,9316.317,4739.449,14055.766,3360.701,111358520,0,1200000,166566,2026-01-31T09:45:30Z,242,
50,2026-01-31 18:46:12,node-t-8821,ee4f18f8551a486c9b254ea2d726636d,fc350cc49d6d63db1c83b8e09b47cd855ed808e69dd76edfa60c7fd48bd15cc0,True,477AC1D91CB0CEAD2E23158200B29262FA7FC05B662685A56815856F2A2F21D1,9348.148,4749.171,14097.319,3373.533,111358578,0,1200000,166566,2026-01-31T09:46:06Z,242,
51,2026-01-31 18:46:50,node-t-8821,6668800d02d74a12b3684433a5558945,e23804cd2b495f839bf807e2dad1bdf4fcc9163fbfb01eb7de5a345c46f3e62c,True,AAAC77F3F1867DCEB319A84D2FA6D695962CA5996FC6537231BA64CEEDD185DA,10623.296,4697.421,15320.717,4635.416,111358638,0,1200000,166566,2026-01-31T09:46:43Z,242,
52,2026-01-31 18:47:27,node-t-8821,87751b240f384cd3a096e5260ecb1e40,d10e8387da824b422ca38524fa75c0dd7e170ac98b73d4417f91de58de1374ab,True,F83281D0AC1EBF34396A12A9D25011C6FF38A7F88BFBF588DBDED04886C7D7CD,9909.643,4751.369,14661.012,3905.85,111358699,0,1200000,166566,2026-01-31T09:47:20Z,242,
53,2026-01-31 18:48:04,node-t-8821,0335c8e2c06749df84f393af9b002d0b,18a21d546f7d79caf9c71a28dcc8e6c1568f3611c71cbb51c85f91cacbb314bf,True,799B692E2D146F58811C00086D8BF1644363B3A7C2CA2B022B76A1DFC1770FA7,9614.293,4755.386,14369.679,3635.95,111358759,0,1200000,166566,2026-01-31T09:47:57Z,242,
54,2026-01-31 18:48:40,node-t-8821,57d3d014efe54a338717c69340924e87,f55c3814b0ed1065170ee3ec4819920dbfe02df14ad2f67ef3a1cda78c19a82f,True,E95218A6E63C3302355A1386A9E94B93FCDEA94BEDFA1AD96D883399F04DD67D,9332.246,4743.943,14076.189,3362.528,111358819,0,1200000,166566,2026-01-31T09:48:34Z,242,
55,2026-01-31 18:49:17,node-t-8821,c3c8793bbfee49b38b49e5768311f3e9,f6f45dbc457c99f4e9d5f3970a01553d2e87af78eacf04a1fb7c519ca14d8338,True,85AB122AE0716FDAA096CB86F4BC591AE7D2C7853F4AE3345C04D2B4D0898A61,9841.28,4729.662,14570.942,3817.141,111358878,0,1200000,166566,2026-01-31T09:49:10Z,242,
56,2026-01-31 18:49:54,node-t-8821,1346255a965c4fea9b0f48d01804ae21,864929b9ecc8ec555beaeb2daab39a89fd13edc3d839805222dfa217b154352c,True,4C2AD4674BD854A4B46E5C4F8D4F981CDD59B3DAAE9355E773D0539AE9CAC1B8,9684.684,4751.532,14436.217,3703.409,111358938,0,1200000,166566,2026-01-31T09:49:47Z,242,
57,2026-01-31 18:50:30,node-t-8821,2e3507c1f6914aa38ed3c7dbdc6eaae8,b6dc99756e9ead4748eef6b89105a40d4384febcc7172a44bf2c9827d9856bbe,True,6D330436C3DDA1443053CF0D7544BFCF0354F01A74F5632C655A242725089C5D,9756.22,4738.251,14494.471,3750.854,111358998,0,1200000,166566,2026-01-31T09:50:24Z,242,
58,2026-01-31 18:51:07,node-t-8821,b2285860548747d8868a6ecc0e237cfb,b5bfa3c7a7dbe7f70c0ba732e905be9f34fc3bf7790e74440f2e699e4b71f57e,True,7A8F1E97D4729CDF00A82644418C747FC2DDF0012A4C0DF5EFFF8A461CABD427,9470.763,4759.416,14230.179,3444.294,111359057,0,1200000,166566,2026-01-31T09:51:00Z,242,
59,2026-01-31 18:51:44,node-t-8821,d03fc56e921344dab73307cd111d09dc,16ae5fcee58be85afaab06496f637de38243b54567ec661fba8f9cace7894285,True,D8328E6417C8C4ED5714E8911C32992AAAB02C5AEE9D57E6D3AB0084A461631E,9781.525,4756.937,14538.462,3716.634,111359117,0,1200000,166566,2026-01-31T09:51:37Z,242,
60,2026-01-31 18:52:20,node-t-8821,c08c8e0f78cf4838a5a5f583936d8cd6,0e6eaac8e9d3a5b23a765dabc69410ad0e8fb50b5bdf12e95b23e52474f968f0,True,976D0EFD45D1D7A27D0F5F8464B4A15F9935A4DFB3CAA179670A6E84D095B887,9503.735,4750.946,14254.681,3527.693,111359177,0,1200000,166566,2026-01-31T09:52:14Z,242,
61,2026-01-31 18:52:57,node-t-8821,41abf72c26a14124a6699523bad5d5b8,511fe4115ddbe5781373fb9b04be932b63bf4e6df7c6aa2b982e1252e3aa7898,True,27108CF334BE92A72CC753D90A4F00100DD199321A0359B7E81595372AD55172,9706.054,4753.135,14459.189,3729.852,111359237,0,1200000,166566,2026-01-31T09:52:51Z,242,
62,2026-01-31 18:53:34,node-t-8821,05ed7ae28d5a44d78dc9d5351b594602,6069767b91d895a321973dfa723b25b7a50922c5c00c3447a91437e076492bc2,True,D70B9EA238BAEF4A196E4788891424C54DAB6E841A869132F0E17C31FB5C5FB5,9670.545,4726.49,14397.035,3692.336,111359296,0,1200000,166566,2026-01-31T09:53:27Z,242,
63,2026-01-31 18:54:11,node-t-8821,40a8095b9d144dd88acab34ebdcb8ec8,d806abafea93be144592eba2d0355ce0b4a7b6cb7b9d8dd34c4662d7bb66af6a,True,55B73A010F992A47F5EA071059A73F8AA85DAB9F15B3839AD554D5B8947E6D96,9487.702,4755.532,14243.234,3456.182,111359356,0,1200000,166566,2026-01-31T09:54:04Z,242,
64,2026-01-31 18:54:47,node-t-8821,b33c8e0aea304b9790a864c7765516be,953c0296d6bc0f03640b7aab12bf518510d9a80ee5400ad7f4795861cdee4ed0,True,0BFF3AC132A60F022861F360456BBD1A836A5687C86D0BE504F39B71908C7B85,9655.499,4740.98,14396.479,3684.965,111359416,0,1200000,166566,2026-01-31T09:54:41Z,242,
65,2026-01-31 18:55:24,node-t-8821,116f9f0af6cf4feebad2f9514e30d615,7475a628964ad039f07c0c29f6ae9ede6908ff4c22c2be36f3e61295e42e1383,True,B24CF5ED408DE3972FC3C8487FFBBD54B0B158CEFBE1683C88EA4EAB288C8111,9595.457,4754.095,14349.552,3593.71,111359475,0,1200000,166566,2026-01-31T09:55:17Z,242,
66,2026-01-31 18:56:01,node-t-8821,aebe3a298b494767959ae63f09141901,f019e0569430040cad2b3877dd6517eb309fa07af52fa58a6d486bb6c46ec87b,True,8439D013812E4FB479A803386BDAF9F30963AFB3FDDDB52F9C056EF23534F624,9571.45,4723.682,14295.133,3622.02,111359535,0,1200000,166566,2026-01-31T09:55:54Z,242,
67,2026-01-31 18:56:37,node-t-8821,f0d04a70aac54946bfc4a0170160d2a3,159e9ee26dea7e05c1ec95927889ff476225facb11b0add62a1722737526a500,True,5D2E1560E70ED52CD050EF35176283A4F71A97C739C22676F3E31645FAA1165F,9537.052,4753.997,14291.049,3601.893,111359594,0,1200000,166566,2026-01-31T09:56:31Z,242,
68,2026-01-31 18:57:14,node-t-8821,d4772089908c49df942a08c596c2ddb5,331a6f4a0ec4f9c42d299c3b8aa63a1eb351c217185e2734fa6386dba0af2bbf,True,12DBEE1AC0C00FBFA02176AA98E56DCEDB245EC5973CF4EBC1A3029E769BE7E7,9387.436,4753.731,14141.167,3382.259,111359654,0,1200000,166566,2026-01-31T09:57:07Z,242,
69,2026-01-31 18:57:50,node-t-8821,1578375390b540e4a422b4390815caa8,d2f06a9abaad98157f0491cfd083cd264db8df5ae355ed4f67f9d64d3b48477a,True,E1107F7F91381D35CBB76D4497B32138BB15BABFE7B33834957C7AC8DC5DC0AD,9502.645,4722.869,14225.514,3516.869,111359713,0,1200000,166566,2026-01-31T09:57:44Z,242,
70,2026-01-31 18:58:27,node-t-8821,3162e85b986748f88a10dd5d70b2cbf8,c4f9d7c7d9e7855eb3c485f42db06d9d59c6b0e483a3ca2ec8c238d4edf0b5e5,True,9010F09151F46C5FBD92406F403D591C40ABAD8BAA4FFA5DFA6F06E90AB7EE2E,9459.661,4756.772,14216.433,3522.817,111359772,0,1200000,166566,2026-01-31T09:58:20Z,242,
71,2026-01-31 18:59:03,node-t-8821,20f816018efc44ffbde50f6f1b4a4460,21d5e95d99474be10d916d48ea21c75355f3cb4b5ec11badeefe82888d7d60ec,True,1BFD5CAEF4173629730381F9D4C68BB35970C00E87C853A9F8E6D490DE344697,9542.069,4693.249,14235.318,3600.271,111359832,0,1200000,166566,2026-01-31T09:58:57Z,242,
72,2026-01-31 18:59:40,node-t-8821,177252758983462ca1499fcdc4cec181,0981268920beed9863bbe14830e8e4e7cc90da572c961ddbf14a0c0d8803bf69,True,F4A9B18E89719BCC149C09CD9DC46F494C5EEA937539EDDBF0C4CA61E80D7304,9623.963,4752.061,14376.024,3651.386,111359892,0,1200000,166566,2026-01-31T09:59:34Z,242,
73,2026-01-31 19:00:17,node-t-8821,ae47802674fc4c49b12ddea287c3250b,77ff79da87937219c5284f0e67b10f7a14c01774f760c4c04dec68951eaaad4a,True,3907D2EA08E3D83FDFD9725D166DD3C11977D853BE02778372713E52D6926849,9770.062,4737.726,14507.788,3759.633,111359952,0,1200000,166566,2026-01-31T10:00:11Z,242,
74,2026-01-31 19:00:54,node-t-8821,20573630da724f53853c990497798cac,3a711c978437e9c0b7268eb415116fffd9e1d3a65f8f737b41eb217c6fd4d59b,True,792C1BB7ADB935E29F1FB9DB0CE1D0380D8F8CA58457A7E5C223F059D414C821,9796.041,4753.573,14549.614,3817.06,111360012,0,1200000,166566,2026-01-31T10:00:47Z,242,
