trial,local_time,node_id,qr_id,unique_id,tx_ok,txhash,txhash_ms,display_ms,total_ms,broadcast_ms_node,height,code,gasWanted,gasUsed,timestamp_chain,value_len,error
30,2026-01-31 15:29:24,node-t-8821,aaed97c355564b2884704554bd64224e,e6b93e658e39f5b16cd0f110ea4b5ae9f8efa69f1c6b2ab5ff0bbf66f9d2e41e,True,7610E7123FBC4A0FCCC4C769809ADCFF5DA94B1F4CA88D11E51CF7264F9CD7D1,9610.257,4737.683,14347.94,3648.336,111339367,0,1200000,166566,2026-01-31T06:29:18Z,242,
31,2026-01-31 15:30:01,node-t-8821,fbfd3747b9ff4dbb94bf78be494a5f14,33cbf080ead849914502ea9966a9b1169177093f549bbaed3d46b79edc2d1df5,True,4EC7CB839364F429D422AA0EF21EE7F8D8BDE44364C5A0CC7BB8CDE9F4A89BFE,10042.108,4729.933,14772.041,4042.455,111339427,0,1200000,166566,2026-01-31T06:29:55Z,242,
32,2026-01-31 15:30:38,node-t-8821,66e2e307494f420ab3c8926a68f8346f,8a34143aabc96a87d2dcede48027e7135d5e19d420bc7a0c4eff9fe0c5d4302f,True,5808DDD86169824522CFAD4B425C96CAD57B69585CF5C30871C3C3A893DDC7C0,9886.469,4733.581,14620.05,3896.787,111339487,0,1200000,166566,2026-01-31T06:30:32Z,242,
33,2026-01-31 15:31:15,node-t-8821,be5e3c8be99c4f9e9ba81c84cb771b92,0f2e0c1afcfaa1fb863c0c35e93c319c7fccd7b24afdd188c1911c48c71cc831,True,DDEEB4924B8047253B5FA3B69B9F1EC48977C4FD49F1F65D1F4A0A206F2CEFDF,9443.26,4751.986,14195.245,3488.126,111339546,0,1200000,166566,2026-01-31T06:31:08Z,242,
34,2026-01-31 15:31:51,node-t-8821,c0c090e44d69485d99f664b0ff4aeef7,f32882211a4faaa24551a7cdefbf47219fb8e83fe6b0cd65dd56aae5ea99ea0d,True,B84BF19A89B7221CC6A89E3E28460E4B0F62EEE6983269EE8FA017E6502AFA89,9603.909,4749.236,14353.145,3641.95,111339606,0,1200000,166566,2026-01-31T06:31:45Z,242,
35,2026-01-31 15:32:28,node-t-8821,360e82dc19bc45be80612d1638a5a6ef,bfb90e447a836ada56face68a35cd95a92163e3703feb7027f160ec30d56feb0,True,C6A8B9728E3B78B339D70BBE7F2373B7AFA11E381DF9414992A2B919CC97A778,10163.794,4716.641,14880.435,4174.054,111339667,0,1200000,166566,2026-01-31T06:32:22Z,242,
36,2026-01-31 15:33:05,node-t-8821,a94bf904afa9468c8b8160ebe5a5cd7c,cfd519ef07fc5487e219b6af875e1873dcb4ee8796e35072eacdc14dff75cd80,True,A7453EE62504C4309749469CE753C7642B17B6158D9B7624EEFB12C877EFAD71,9423.099,4747.909,14171.008,3429.121,111339726,0,1200000,166566,2026-01-31T06:32:58Z,242,
37,2026-01-31 15:33:42,node-t-8821,ebcf4392097f427a92729d9138dab0a7,ffa070fcc3817591b8122be93e1d5fe16f747274a0ffb90d398a860c53a1726a,True,D9358E243A5F6C1A38A900D8EF5EAB5078BBBF1B1B4E45E8FBEC8DCE4997BA01,9596.996,4748.401,14345.397,3627.226,111339786,0,1200000,166566,2026-01-31T06:33:35Z,242,
38,2026-01-31 15:34:18,node-t-8821,0265659493454ceab6a52f070d94bc00,d74e0588d6879400a49ed9fd0de73c87070e5fab5c48c472efe05831d6166070,True,0B9C89D7926493CE984603F1FE0E7A807806F7072EA4BBAF4F6B2F3989BA32C8,9581.508,4723.228,14304.736,3630.412,111339846,0,1200000,166566,2026-01-31T06:34:12Z,242,
39,2026-01-31 15:34:55,node-t-8821,e2f7a7a4a2df470c83c5fdaafcd90e9d,9e62ad35a97f00c225da4a72831e542dbc70128e82a22e6c4384b140ac8553b1,True,687D02C9304DB00613D609329412E94DA9AC1A243862F65453619E1733CDA7F6,9837.538,4721.297,14558.835,3814.44,111339905,0,1200000,166566,2026-01-31T06:34:49Z,242,
40,2026-01-31 15:35:32,node-t-8821,90b78aad65e340d2a92232f32ff5abb4,ab99608af9857948ef19d5bf18aa538472af0e4523ba209481a4b9a7b7b2f518,True,7F10F5C8A0F9FC744B5D34199875BFE0E378FA3F0E28D60FDC5C92A0D258747B,9665.928,4752.124,14418.052,3676.443,111339965,0,1200000,166566,2026-01-31T06:35:26Z,242,
41,2026-01-31 15:36:09,node-t-8821,753a0312da984cc799ac160a9d793475,129a56314721a0d39a574330d3f670cda795d02a7b2a705b27d4ece8b2ee7678,True,6E6B088B9056F01F7218ED02E2C5DC5321E2BEB1D9B9AF9C7D87C047CED981D3,9837.065,4736.29,14573.356,3830.514,111340025,0,1200000,166566,2026-01-31T06:36:03Z,242,
42,2026-01-31 15:36:46,node-t-8821,6af64e7506ee4185ae89cbdfd1192b3e,0e0df2f16f7af7f2f3d1544e12870dc7a3781ba6c892f618e280a44354faebde,True,8CA2EA1D60BBA08A098548957CE18591625738DFA3F87C0CD5F1FFBA74D130D8,9946.516,4737.0,14683.515,3935.333,111340085,0,1200000,166566,2026-01-31T06:36:39Z,242,
43,2026-01-31 15:37:22,node-t-8821,b8b9a92da1c0495d9aaea5ced7bd3a96,0cac54cc3a76f18ff0be07fc4deec35f26b61bbda85826b7a826037a12353a55,True,3176A06D5978DD84188A8156576F209287A7D8DA653A2EBB6D94AFD437A7CF16,9656.437,4751.973,14408.41,3670.716,111340145,0,1200000,166566,2026-01-31T06:37:16Z,242,
44,2026-01-31 15:38:01,node-t-8821,bb7cac4b26b049b5a8ba0191bceffeaa,212ba4e68ed7910426bfb41355600bb77956e93e9d8d7f6c2714e525e555dfe3,True,BD8B6A214C01CEC1F20D6531DEA789010A867542831BEB81BA1F68C5CBE3477B,11214.375,4703.735,15918.11,5228.565,111340204,0,1200000,166566,2026-01-31T06:37:53Z,242,
45,2026-01-31 15:38:38,node-t-8821,769861e25c7a4090bf5ffddeff8cd48d,30728ecffd2668dbfa7e6dce6bb839e7506d5a49155178abb11cc8183ad2af44,True,564C4F4961B0C9D76152A6403F6C4059993311E6C287ECFE1925F295C0B526CA,10041.527,4728.076,14769.603,4086.856,111340267,0,1200000,166566,2026-01-31T06:38:31Z,242,
46,2026-01-31 15:39:14,node-t-8821,33adb9857cc842688f9764b602d0e885,68cf73cb9a4472a40a077a6860a0afcc28cdabb2902664573aeaf09b95349fc2,True,5A5B0392219CD376269EAF4C72CB3A12FEE45B408DA3FA499ABA6CA5DB4889B9,9608.988,4742.333,14351.322,3649.632,111340326,0,1200000,166566,2026-01-31T06:39:08Z,242,
47,2026-01-31 15:39:51,node-t-8821,a11953d74d0c484598e5f1dbf22c30fd,deac53f4a08544a4360c3df22fa3a161c1d06f3aa8664b050ec4d795eff41c7e,True,C9C66F5E27374629BDAD200D3BB45BE6148D8E53DF6A8EC1BE7150BE1AC728D2,9596.314,4745.616,14341.93,3656.261,111340387,0,1200000,166566,2026-01-31T06:39:45Z,242,
48,2026-01-31 15:40:28,node-t-8821,e4c6198c3037461ba4c814474ce188c2,4b744115f939434f4319f6292f379fe62495d66333b08bb978b4259556e2a00e,True,FAEDD8C44584B45B52D29AB4942D5D2E27AF310479C3B8513161808BF69D8F8C,9857.996,4732.535,14590.531,3828.918,111340446,0,1200000,166566,2026-01-31T06:40:21Z,242,
49,2026-01-31 15:41:05,node-t-8821,77124ec5f0ba45faa055e1f9abbe2da5,bb8c555bb08be42ed31e867a0a26d691b6ca52354edccdd1bd60e593fd4e2d62,True,957C337BFD5FA2BC975F9DEA0084124CC091EBBDFF0C0E0C7E32D9D993F2F34B,9766.922,4748.502,14515.424,3772.047,111340506,0,1200000,166566,2026-01-31T06:40:58Z,242,
50,2026-01-31 15:41:42,node-t-8821,acc27bcced514fbcb40beadac04ca2f8,b9804384e3e9d6a3499b5e6df936afd556f961cae1313212e26c018b3c5ab554,True,A7F746C49301D759945F2DD700D4201B542B13286382CC2FD29A3BBEA51E822F,9851.147,4711.034,14562.181,3857.978,111340566,0,1200000,166566,2026-01-31T06:41:35Z,242,
51,2026-01-31 15:42:19,node-t-8821,2af6f7d3df764a1189c73b520680586c,eacb2006ce16bc2b62a8f9613d943a3be635899bd21ab032f2e710c85192d719,True,F1AE0EBE5269665D909037EEA802E9B549605D3238E5FB6E1D121B34A0F8C2C4,9829.167,4746.259,14575.425,3856.73,111340626,0,1200000,166566,2026-01-31T06:42:12Z,242,
52,2026-01-31 15:42:55,node-t-8821,056759a2374940a1a0d5aad8c499e62a,b194f9a80a2fc9c266441837103d31d5a3c8a149d980f038c14833a13494e14c,True,664E1DD93DFD857421FC3CE6E3C8C595B0056BA2EBE65CB849EC634C367C2CDC,9636.206,4744.946,14381.152,3682.135,111340686,0,1200000,166566,2026-01-31T06:42:49Z,242,
53,2026-01-31 15:43:32,node-t-8821,0a083112b06d464183435066d0214838,691a34d592d2da6853295dceb5d69fc3cbab93f9664e66e4a61af54feb8d4227,True,A3F254B2AB3397FE282DFC9F346DE3E837A6E821364AA0D18EC58613DF04337D,9830.034,4751.631,14581.665,3808.807,111340745,0,1200000,166566,2026-01-31T06:43:25Z,242,
54,2026-01-31 15:44:09,node-t-8821,1dd65790dd584a728364c6b6c95bd43b,623e70628fbd57f97cd4a9d8562b822d333813469052eb0f8983d64399e4bb45,True,7955DFAB6A47A38C955B390477010D82BAAA49CD9EBD72302CD703FCAEE3EB5D,9807.19,4750.943,14558.133,3798.509,111340805,0,1200000,166566,2026-01-31T06:44:02Z,242,
55,2026-01-31 15:44:46,node-t-8821,d08c89f28ab44ea298468607c417cf81,472ca03348041833944da174e2b86534e82d14ac1a5125053adcf79bda209431,True,3207B23607DAED12F9F6645499909D6391CAAB0BA7415E010C5BA0878193183B,9532.343,4744.159,14276.502,3543.348,111340865,0,1200000,166566,2026-01-31T06:44:39Z,242,
56,2026-01-31 15:45:23,node-t-8821,8de09f612b1d4046ab969e5815f2c573,e97e7c81ea9086e794c90376c4c0898e12124e7bd9e08e1238dc51b006367698,True,0793558D51297A239BF538AE46220D3C3D0D65E28B97A50E61C391C3878A385A,9873.65,4721.843,14595.493,3886.867,111340925,0,1200000,166566,2026-01-31T06:45:16Z,242,
57,2026-01-31 15:45:59,node-t-8821,fd6c01e798094bfdb2a9c1e8f2b8fe73,87a03bc4f388bbf718b9998bdff325df3973001f452607e1dd9845e7140f64c6,True,C48DAD7816D50E722656CC97E13F0C36AB23F18742FD2719E079A72D4119F091,9690.916,4736.503,14427.419,3737.709,111340985,0,1200000,166566,2026-01-31T06:45:53Z,242,
58,2026-01-31 15:46:36,node-t-8821,27427df221e04b88a0edea91ae7b0ee2,f20fb9fcb3c8b980d7f2ef4f26b99a6e84060f200685af527873a7b3836eabb0,True,12000AA2DD5FF5B48079EF071D760998DD036A71CA151B3CAF6760D730D0D186,9692.564,4744.841,14437.406,3727.908,111341045,0,1200000,166566,2026-01-31T06:46:30Z,242,
59,2026-01-31 15:47:13,node-t-8821,fb8af1c2a28549859a35f97aff9ab3d4,3e7f494ed041b9b2afd283a6d08a06d68176e55f29d6fbce240e3effd7e1ff8a,True,D580F05A51BD5B573F0C960DB2D50FDEFA43E36F2E7E732FB74A170CC67EDF28,9644.266,4763.566,14407.831,3645.864,111341104,0,1200000,166566,2026-01-31T06:47:06Z,242,
60,2026-01-31 15:47:52,node-t-8821,767ae78ef60f4d959fccb40447d30fdb,3b03f8603628a46eba82173944329d05c63c68e8c3a133343a58ef16907aed9b,True,E0277B8E87F6BEA0E9BB8EEE05221181780975965EA9E0F28574AEA282F06F91,11991.026,4720.328,16711.353,5975.804,111341169,0,1200000,166566,2026-01-31T06:47:46Z,242,
61,2026-01-31 15:48:29,node-t-8821,fafd2552b2914a579337b8b30c1ed19b,80c72d2bc5920d38fdacc86d7fbaf87478a96433b8086c5d01976fde5a0a9170,True,A5A674D7858C1704640FDF885E09B91657255D50C6221C81C7851981367F2290,9676.175,4742.666,14418.841,3640.86,111341229,0,1200000,166566,2026-01-31T06:48:22Z,242,
62,2026-01-31 15:49:05,node-t-8821,90ad42c5d5cb47a18f69cb99f9128776,3f1d78a5de0d367575ce5aee9b5c98cd1b24cf2c1faeb863bef56ed5271a220c,True,60F63692C4B019FFFDFAF2F2D5DA731E5612FB79614ECA365DB5D567F818940D,9529.15,4746.929,14276.079,3584.227,111341289,0,1200000,166566,2026-01-31T06:48:59Z,242,
63,2026-01-31 15:49:42,node-t-8821,3b660eead3ba46dabb72ae1f0ca7f134,ae335cd506976693d6298ca3ab610a1c804bf90f84d0d8e91b4c45085c57b06e,True,41007572D91D9D0E1B9A612C8E8DF01036251E66FFFABDBF497AE2A25C7D979A,9569.632,4710.619,14280.251,3604.515,111341348,0,1200000,166566,2026-01-31T06:49:35Z,242,
64,2026-01-31 15:50:19,node-t-8821,6c8de7709b624489bb4ae383e1fbb0c3,315e1531601aa867ab9604c7ed50fbc6a6285ed65c8f07833f959c0f2f3f6577,True,77AEAAD8A1B9FF0BC15154F159750492A845010B66C57959059B0EBD04CE652A,9934.005,4741.662,14675.667,3962.752,111341408,0,1200000,166566,2026-01-31T06:50:12Z,242,
65,2026-01-31 15:50:55,node-t-8821,e665f5807df242d6ad2bcd85e7256f52,3af28f0d5625a6f3ea4caca7a68ded9fb7d6b283fc9eeca526bd781599ed060e,True,63047C222C763D753D4F31BEFA8E7878A353CDD82A1896B63704D5807B35A7AF,9533.127,4724.198,14257.324,3564.487,111341468,0,1200000,166566,2026-01-31T06:50:49Z,242,
66,2026-01-31 15:51:32,node-t-8821,50eababfb1474fe4926051bda110ad50,50d909aeb02115b8c8a04998d9bf4acef7eee5e42fa208985346f97c0bc555ed,True,14E705FC505E7132E003F4AC875E0A54177BDD2DA8E30B054229A4362372257D,9741.686,4757.31,14498.997,3793.827,111341528,0,1200000,166566,2026-01-31T06:51:26Z,242,
67,2026-01-31 15:52:09,node-t-8821,22dc8b16c3d142fc8c3b80b1ed15b1a1,6078397c37ed2f0feaf913874ff67ba69501c5967a681f4301a14e14fd91bd45,True,D2AD7B4E956ACAC17844A3D8A9C2D1CD2B695A0D6774B6879AF9DC238E6D1D0E,9572.545,4723.679,14296.224,3593.011,111341588,0,1200000,166566,2026-01-31T06:52:03Z,242,
68,2026-01-31 15:52:45,node-t-8821,2e5794aa15ac4b2c99b15322bb77933e,3b8e85d33b4a863049504db4520661e9c202da46fd24b7d4626819cd50af2162,True,57561C6A9D5D86195C3864EBAE70B3E2A0902BA84B0A229AABB5269AC56070B9,9387.029,4746.765,14133.794,3445.972,111341647,0,1200000,166566,2026-01-31T06:52:39Z,242,
69,2026-01-31 15:53:22,node-t-8821,589c3b9d579f4e5eb1ff9f3a352ad6f2,1d55f241f2b861cdcdb61500286249f67a343b688036d00bb6524157a79c2de8,True,07764134B4F25CABD89913508C5420BDC14C7BB1E4AB574B043479BA96E4AFE1,9716.441,4742.324,14458.765,3748.687,111341707,0,1200000,166566,2026-01-31T06:53:16Z,242,
70,2026-01-31 15:53:59,node-t-8821,5f5d1386c9d74ecc898815f3529f93e8,37304e004740256952b61b8f1e15f9dea9200325a788f8a5fab3730fb14b5a6b,True,790A5F237307B069B934E063895F0CA714816310AE31E3008545EC73FB612AB9,9818.891,4748.373,14567.265,3795.314,111341767,0,1200000,166566,2026-01-31T06:53:53Z,242,
71,2026-01-31 15:54:36,node-t-8821,9938a5c302b747e785b8d505bae99f3e,76380e89f5b5a13463b816245b3399fe1e12038c3fd94c6d79581523b4306a08,True,596A6667DC222817C7C623B25D97BC510F2D1AA14EF93587861771F34E87E1CD,9970.246,4709.896,14680.142,4001.51,111341827,0,1200000,166566,2026-01-31T06:54:29Z,242,
72,2026-01-31 15:55:12,node-t-8821,e5b465f4ddf14a1da0bb87d657200813,37ea46cb97159685e8c7dc2dd0746ef049348d004c78a42f1dacf3eafd782cb1,True,9A04BF91A446F0A0937E399685292818B94B225B07541A70A0BB6F879A89FFBE,9371.311,4733.233,14104.544,3417.186,111341887,0,1200000,166566,2026-01-31T06:55:06Z,242,
73,2026-01-31 15:55:49,node-t-8821,462c768a07c241a29e6c64b5fb48efc7,df2ff66d96c14c1c662fc569d0767c50538774ef1039226722423776a58d074e,True,EB69AD985B867BE7EB1C0A286FDBCC3C72D114B20185D60E7EC9CB1A13D8455A,9976.083,4725.391,14701.474,4032.783,111341947,0,1200000,166566,2026-01-31T06:55:43Z,242,
74,2026-01-31 15:56:26,node-t-8821,d8b901a96ebf4126b54f37a00b5d68da,2f586181e01ae6911f1caab77da6037547748dbef2e158e7dd95d052e9358e86,True,48FCD3BB7F965EF75CCAA1EE36FAEC83820FED08F0C43F635CF7C88D5D01E583,9730.82,4745.699,14476.519,3772.557,111342007,0,1200000,166566,2026-01-31T06:56:20Z,242,
