trial,local_time,node_id,qr_id,unique_id,tx_ok,txhash,txhash_ms,display_ms,total_ms,broadcast_ms_node,height,code,gasWanted,gasUsed,timestamp_chain,value_len,error
75,2026-01-31 15:57:03,node-t-8821,ab9c3640d562443a8667878a2735f223,58f5512da011353da8adc6eb9bbc2b35206466dee055d02f8c48cbe2c6ed063e,True,7BF43340C2789B0DC87D8758EBCA84B17196B008148F61F4E6B02A175961D122,9728.4,4751.166,14479.566,3717.108,111342066,0,1200000,166566,2026-01-31T06:56:56Z,242,
76,2026-01-31 15:57:42,node-t-8821,1c89dc7a01d741aa81ec9ab9c11b007e,d94419f4f81882800efea32d5959260dfc48492b1802ca1817dfa1dafcdfae2b,True,A5F311C4B64B8CDAF6B0CBC3B002136BF006EED7082F735657CA440E485EC290,11848.664,4711.753,16560.418,5747.957,111342129,0,1200000,166566,2026-01-31T06:57:35Z,242,
77,2026-01-31 15:58:19,node-t-8821,a3c751eecad840c398659f794b070636,2a8697bb8358de51bc90a046e7ce54b9a3e9a6c2e39c41bdbaea186f07bfae8e,True,165F9988DC10A12AC36F846408E483B983469189EAD4FBF32FC3E588180B000A,9820.164,4753.254,14573.418,3813.916,111342190,0,1200000,166566,2026-01-31T06:58:12Z,242,
78,2026-01-31 15:58:55,node-t-8821,6926c54c5b414059ad25026cde14fdb3,6e5d433ef907d600743c065de5206e82a773740bed618e6eb99bd0c6377cc05f,True,CBA7D38A450685E65C0401914B8561DD628B20D1509919C836283F43280039FE,9669.633,4726.172,14395.805,3672.156,111342249,0,1200000,166566,2026-01-31T06:58:49Z,242,
79,2026-01-31 15:59:32,node-t-8821,02d4bedd283845fc96ad6622a247e6e0,839f95de2cd7c76ab5669e79751962850897beb184487ac83c53d9d3f0ae571e,True,E10765E31F1BD0EE7CBDAB45E54E878406C92E47964ACAE525D42AF94C3D2F04,9769.189,4744.498,14513.687,3771.91,111342309,0,1200000,166566,2026-01-31T06:59:26Z,242,
80,2026-01-31 16:00:09,node-t-8821,9bd6c753fa46469b939d1378ede25ceb,efdf17c652322eea4b06bfb2e2cbdfdf78d8c10beb0c4d67da0ec4247a28d0cc,True,2A323CC2E4F7C803D360027121011A65FC7C6ECCDBC217EC523BD3B3520B94A1,9682.039,4745.618,14427.658,3724.267,111342369,0,1200000,166566,2026-01-31T07:00:03Z,242,
81,2026-01-31 16:00:46,node-t-8821,f1f4ba2c815c44bc97d3ce7e2b894148,2871be5b1ae7032a763e9f13221df380ede251a6531c7d671379a621f871f65a,True,4A354263FC7DA71C15326496A35AB2B8701D1CEE62AD50F0A612F41EEAABFCF8,9683.967,4726.654,14410.621,3714.987,111342429,0,1200000,166566,2026-01-31T07:00:40Z,242,
82,2026-01-31 16:01:23,node-t-8821,c247929af2214f7492e1e1d6e71a2096,ffa19289291d5f52a74622d131182920f7b73b72a76f20f86b0605155956d66f,True,21D860C013B07019934D8D93C163E81A9AD9F49DDCC5E29E1CE74B372FE5EE50,10148.575,4695.457,14844.032,4176.687,111342488,0,1200000,166566,2026-01-31T07:01:16Z,242,
83,2026-01-31 16:02:00,node-t-8821,6091d88463fb4cdb86320b1724d07aa1,c6f6db420ba0ebce691c8437fab457774d7feacf9f67a787a6eb069675ccd36b,True,F7B4F7B64EFA51258366DABB4F6942B6A91383DD0145DA3A61431E51BA7D6A79,9586.692,4742.962,14329.654,3653.109,111342548,0,1200000,166566,2026-01-31T07:01:53Z,242,
84,2026-01-31 16:02:36,node-t-8821,8065ca5fc8fb466da97ae900ea9b4196,46346b1d48345752b66ad1189803db9e2e0edf26cd47d28e941679ce03b65cb3,True,6BAA08AC3215BE90D493D4B4CA90ED1DE476D93AADE3115FCE0734A7C744F091,9819.056,4748.053,14567.108,3766.438,111342608,0,1200000,166566,2026-01-31T07:02:30Z,242,
85,2026-01-31 16:03:13,node-t-8821,14bd69f2d9d148bc9d6ed9b163c1b679,c648a33cc4dc4c7e26bd076640707dd2fc0f058c25fce4a7332b9b3faab9cda3,True,4ACE79A380F5309368D3BBFEA902379815F1EC8CFF9B15A676AE83AD3F4701A0,9537.764,4740.22,14277.984,3582.852,111342668,0,1200000,166566,2026-01-31T07:03:07Z,242,
86,2026-01-31 16:03:50,node-t-8821,4c9a368be992461c9ff5dfab2d260107,665b6c824d82a185b1dae52b21f45de84016126cc5dea34f4ce4acd31d01840d,True,5A92FDDA795169EC60DFB5ADF9EF8344778253533A17A6F401AF096CFC9E7A95,9457.543,4693.777,14151.32,3488.417,111342728,0,1200000,166566,2026-01-31T07:03:43Z,242,
87,2026-01-31 16:04:26,node-t-8821,1be9da0e26de49cdb119f930f9dd0c9c,213df61d0d9aed7b5bc0462325c685623250942dc34729aa050dcc8ea92637ba,True,6FC0404BCB340114BBB65C1172C03C8A48B5D9B5481DE054F6353408B95E2A29,9612.379,4751.497,14363.876,3663.504,111342787,0,1200000,166566,2026-01-31T07:04:20Z,242,
88,2026-01-31 16:05:03,node-t-8821,0e96945fdcec47d0872cb7d8e8802ada,277a666682987c9cda950051dda1b05293b5f64e927975aabeac2669ecc08567,True,0DFFDEDA792062859CD8C19A65B4F7A46B0E8E26F103F0546626F23275154D4A,9569.231,4721.57,14290.801,3560.682,111342846,0,1200000,166566,2026-01-31T07:04:56Z,242,
89,2026-01-31 16:05:40,node-t-8821,e08092c87d58476b99a4be5dc23117bc,b5d61c440434883fe7b4205c2af1efdcdbe6a1a80fca637056decdcd45cb108a,True,D6CCF2CA0701C74B69F32F51E509CCE1492D1818CDAD0742E5C694473365AFF7,9696.525,4730.236,14426.761,3691.12,111342906,0,1200000,166566,2026-01-31T07:05:33Z,242,
90,2026-01-31 16:06:16,node-t-8821,0ca4290034dd4d0cabd635e94d846c99,ab00b0683fe5bf504111289f2b8f0d260c6db3e3928c887dfb67a14d773c57dd,True,C108C4F18691C79F4CBE8657906D1B8E50CD6978395F9074034B243E5F98E116,9561.309,4731.97,14293.279,3598.507,111342965,0,1200000,166566,2026-01-31T07:06:09Z,242,
91,2026-01-31 16:06:53,node-t-8821,5a601a592e7f491b9ba0b557be5212c8,738ae092d075d4789a192544927dcf519d4d5585c3684a74cec50459c9610d83,True,40060A593127217F4D5B3FD46CB2C5DE95F19FA9EA974FEC8E0E8CBF379D0AD1,9651.043,4721.613,14372.657,3722.511,111343025,0,1200000,166566,2026-01-31T07:06:46Z,242,
92,2026-01-31 16:07:29,node-t-8821,faa9248a93d6408a8e36e0a2fdd2a9a4,e47f30279a905bcafe0b472646bc63688f5f4b6943425000bea96f4d5ca130cb,True,27518B7C7D12BA28F8DEEF428A9F17630A35C320953689C424BA1EEAFA13EE81,9476.534,4753.121,14229.655,3536.854,111343085,0,1200000,166566,2026-01-31T07:07:23Z,242,
93,2026-01-31 16:08:06,node-t-8821,eebc034b731c47b4924cf563fab3e272,dae91605ea8acd461d41742ae07f408b7c63e8c145260bf7f1db3ac6a34b29cd,True,CF17E3C2AA8D367F45DF2C2A471E2CC3BE98A9113055EFA330792502AC516740,9664.206,4751.262,14415.468,3697.158,111343144,0,1200000,166566,2026-01-31T07:08:00Z,242,
94,2026-01-31 16:08:43,node-t-8821,b26205ec6c314236a96cc71acb11c87d,172bc38648f8e2d8b8c090c567c69abad8e89af986248f679f7ccb8c688869d9,True,98ADCA87D0A593D31D837B97A95CFA1C9C8EDB1F36D8D7E6AC2D27BD67BCE0D6,9518.419,4751.22,14269.639,3535.703,111343204,0,1200000,166566,2026-01-31T07:08:37Z,242,
95,2026-01-31 16:09:20,node-t-8821,df026194cf194ea4896d61d15b3ff262,d28f38e40fe4dfab19bb793cec61bf5afaf3017576d58972b9ba5a44def93cda,True,6122FEA9CC9EE36E8774DB4D30E373C7EA4166BCCABBF1EAE9823A67F855AFE7,9871.407,4727.672,14599.079,3889.751,111343263,0,1200000,166566,2026-01-31T07:09:13Z,242,
96,2026-01-31 16:09:56,node-t-8821,270ce7b886e8484ca7fd6744765a1ce4,bc71dbe921dc6f87c8962e63c8321e8e26c32bc6447e41cb9b29d22ca84f75ae,True,144DEB0FBCA4CD949001606324667D21877B7A39E1F8E886736D213AD2496D8B,9557.277,4725.124,14282.4,3561.254,111343323,0,1200000,166566,2026-01-31T07:09:50Z,242,
97,2026-01-31 16:10:33,node-t-8821,01e9d909408441148c368c964c7fddc7,fa847e0247507ca075378d74d2076b3b0869e613cae23109e7b61fbec84c8ae5,True,05F491719B81D1129F417829A0DFE57DFD6B4A96FAA1AB7D84D3B7D56B4302B4,9394.793,4733.063,14127.855,3461.487,111343383,0,1200000,166566,2026-01-31T07:10:26Z,242,
98,2026-01-31 16:11:09,node-t-8821,831108901b1e4a7897d1815aff7ab35c,6d74243bc1d94c595e4ef6a4ec272950c0ba05bbcef5dea61a70c2629e44c55c,True,D890A23FA2E1129BA74F3A5548B8D07C6CBB074C1DFBAE01477C67C6D4B9A98E,9498.242,4731.277,14229.519,3576.61,111343442,0,1200000,166566,2026-01-31T07:11:03Z,242,
99,2026-01-31 16:11:46,node-t-8821,7bca1e859a2b487fb725667ee643694f,e0b2bf87f513c98c74229c0d82219e8cdbb9868efb0a01caa174b8fbb0fa7d60,True,9BB4DCD41455E44D83240E75DD40EE47796A709EA82F8138F4ECAA66E801B1BD,9553.675,4727.508,14281.183,3531.807,111343502,0,1200000,166566,2026-01-31T07:11:39Z,242,
100,2026-01-31 16:12:23,node-t-8821,052d0204b14348beb104e17b854b1385,df362c58907f1f1704057f727970cb8ae6db935be4d47faf6adfa1a3540a3705,True,0B2A80591C498C6FADA6BC13AE884E727F0DC9C8382ED210BCB231163CDBA31E,9667.083,4752.466,14419.549,3688.607,111343562,0,1200000,166566,2026-01-31T07:12:16Z,242,
