trial,local_time,node_id,qr_id,unique_id,tx_ok,txhash,txhash_ms,display_ms,total_ms,broadcast_ms_node,height,code,gasWanted,gasUsed,timestamp_chain,value_len,error
21,2026-03-15 15:44:10,node-t-8821,e896571b78e14648a879b40509ce2241,3d3f43e79bf43bddc196ef56991508c04573f1b23afb4d132a86b56da97fbb62,True,9F2155E35F5A55CF4FD8A16016725F7242C6F32AC53A1C0EC4D88560D8FB4A83,10598.732,4753.825,15352.556,4682.465,117260669,0,1200000,164123,2026-03-15T06:44:03Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,32.386,15.648,False,False,False,False,,
22,2026-03-15 15:44:48,node-t-8821,813c87e21745444b8b773f013f3aacff,43fbbf89a144bfb554251854d39a90346538e4e789eb24f2c1f06bb75795df5d,True,41B1F2B8B99BF3F127FB50432D853C4A560828F89F951CC909DAFC5B197CBA05,11651.062,4764.47,16415.531,5686.789,117260732,0,1200000,164123,2026-03-15T06:44:42Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,44.529,39.823,False,False,False,False,,
23,2026-03-15 15:45:26,node-t-8821,2a1193686308428e930c18b97a5a4e00,c3d14b8767d199cf01f6715af2da9b81287801285008d11f0e8a5afbf4ab9bfa,True,80C4903291D8CBFD2E40378C8290FE5610AF8C393DF73E12C5DADDD6C6317F30,10694.713,4751.323,15446.036,4699.408,117260794,0,1200000,164123,2026-03-15T06:45:20Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,34.361,45.215,False,False,False,False,,
24,2026-03-15 15:46:04,node-t-8821,aadb64233e024744bbf88dac7842dbcc,2c90e6bbb8f21c6b3b59b52d8132da38f04a637e4e085e6a96e8c37f6af6590c,True,1DF3B44B47AD73645A549F046FA36BFF8ED50274699FE8C8AC9CA863C8EDD0DB,10850.056,4755.948,15606.004,4862.421,117260855,0,1200000,164123,2026-03-15T06:45:57Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,30.709,47.298,False,False,False,False,,
25,2026-03-15 15:46:43,node-t-8821,68a95bdc9fb04971832dfe5f5ab2541a,a005faaf8e5a4a6d28762b8c42a52e8ac61d13a7e023ac41806201f3a29dc932,True,967EC58A76753ED145DD797535E4606EA2648B1095D1A102D16B4706B105864E,11283.194,4756.954,16040.147,5332.704,117260918,0,1200000,164123,2026-03-15T06:46:35Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,16.759,27.448,False,False,False,False,,
26,2026-03-15 15:47:20,node-t-8821,597b028bab8f4b449b7ed4a3dfa2c85a,e945b6f1e9f68da27af78632736827c2813475e5a3b1c1c499e84cfac612294e,True,2A4ACB0F9832ECA2FB4422151CDFE70B5B2DA58EC462E2B860E998B5AADD6D64,10567.845,4762.516,15330.361,4559.552,117260981,0,1200000,164123,2026-03-15T06:47:14Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,60.824,35.291,False,False,False,False,,
27,2026-03-15 15:47:58,node-t-8821,54486234499c4b25921a474f4aa36c6d,25cda870576bea003167c01759473d7a94f17d055bd3341545de67475dd2e07b,True,C1869EBABCBDE62996D3724ABED14903003C772D829BB005ED4B4338C63A240D,10779.843,4756.779,15536.622,4772.319,117261042,0,1200000,164123,2026-03-15T06:47:51Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,56.753,40.282,False,False,False,False,,
28,2026-03-15 15:48:36,node-t-8821,f4314b980f09403b8a84ff0891953870,d0ab84b11d340f17c62a8d6f309a1b8f1b580b0a28ea2fc6181159ba702db45d,True,CA6A743B9991609D4E41708A3BF54AEB93592C77289C23A69680AAD966ABC86B,10619.754,4744.256,15364.01,4618.752,117261104,0,1200000,164123,2026-03-15T06:48:29Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,52.495,40.085,False,False,False,False,,
29,2026-03-15 15:49:14,node-t-8821,bb6d39a08fa74798ad1367d9f9d001c9,9d939526dc46e0b9958a13e29eeceae968df7cbaf0f7de94624ab84bf41a2179,True,14F3FB882A2B9293E848CB4D6EA51CA898F156FD0897AEB39D4FAF774013E288,10918.309,4736.556,15654.865,4970.581,117261166,0,1200000,164123,2026-03-15T06:49:07Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,27.167,29.488,False,False,False,False,,
30,2026-03-15 15:49:53,node-t-8821,8feadf85170649469bce65d2ff7511e4,f1baf029b5228a35925b3772e02bc7fa8fdf491bdc5dd79bc4a330610a9cd8e2,True,3BD0E2887C93E8594B0EBFFB2BF1D6D6FE10E478CA4527C5BD7F4C0F2C1904E4,12157.305,4711.745,16869.05,4855.972,117261229,0,1200000,164123,2026-03-15T06:49:46Z,inj16vq0wz6864spzg6rdl6rps07cg0cw5wdhfrhtc,inj13dufe27veajqdxvev8az88xgmksgl3vcszw4ft,testnet,242,0,,,,1,path:out/profile_baseline_rpc_status.json,baseline-rpc-status,42,61.359,22.215,512.0,2048.0,0.0,0.0,0.001,3.0,10.0,306,382,18.033,27.779,False,False,False,False,,
