base_rtt_ms,downlink_kbps,jitter_ms,loss_prob,name,outage_duration_max_s,outage_duration_min_s,outage_prob_per_call,seed,timeout_prob,uplink_kbps
51.964,14607.379,14.569,0.0,derived-profile,10.0,3.0,0.001,42,0.0,3651.845
